,DN,Agencia_Capitania,Registro,UF,tipo,N_Tipo
1314,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Jangada,95
1315,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Jet Boat,50
1316,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Lançador de Linhas,4
1317,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Lancha,8169
1318,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Laser,2
1319,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Manuseio de Âncora (AHTS),1
1320,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Moto-Aquática/similar,6913
1321,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",156
1322,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Outros,16825
1323,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Passageiro,16
1324,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Passageiro / Carga Geral,1
1325,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Pesqueiro,1
1326,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Plataforma Fixa,1
1327,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Rebocador,26
1328,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Saveiro,4
1329,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Traineira,4
1330,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Veleiro,1010
1331,7º ,Capitania Fluvial de Goiás,CFGO,GO,Bote,61
1332,7º ,Capitania Fluvial de Goiás,CFGO,GO,Cábrea,3
1333,7º ,Capitania Fluvial de Goiás,CFGO,GO,Caiaque,1
1334,7º ,Capitania Fluvial de Goiás,CFGO,GO,Caique,1
1335,7º ,Capitania Fluvial de Goiás,CFGO,GO,Canoa,43
1336,7º ,Capitania Fluvial de Goiás,CFGO,GO,Chata,428
1337,7º ,Capitania Fluvial de Goiás,CFGO,GO,Draga,1
1338,7º ,Capitania Fluvial de Goiás,CFGO,GO,Flutuante,4
1339,7º ,Capitania Fluvial de Goiás,CFGO,GO,Jet Boat,3
1340,7º ,Capitania Fluvial de Goiás,CFGO,GO,Lancha,478
1341,7º ,Capitania Fluvial de Goiás,CFGO,GO,Moto-Aquática/similar,548
1342,7º ,Capitania Fluvial de Goiás,CFGO,GO,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",17
1343,7º ,Capitania Fluvial de Goiás,CFGO,GO,Outros,4
1344,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Balsa,36
1345,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Barcaça,5
1346,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Bote,626
1347,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Caiaque,7
1348,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Caique,1
1349,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Canoa,2821
1350,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Carga de Alta Velocidade (HSC Carga),1
1351,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Carga Geral,2
1352,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Chata,672
1353,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Draga,20
1354,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Empurrador,11
1355,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Escuna,4
1356,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Flotel,1
1357,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Flutuante,24
1358,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Hovercraft,2
1359,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Jangada,6
1360,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Jet Boat,77
1361,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Lançador de Linhas,3
1362,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Lancha,3927
1363,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Moto-Aquática/similar,1615
1364,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",68
1365,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Oceonagráfico,1
1366,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Outros,13
1367,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Passageiro,5
1368,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Passageiro / Carga Geral,2
1369,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Pesqueiro,1
1370,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Rebocador,5
1371,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Traineira,1
1372,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Transporte Escolar,5
1373,7º ,Capitania Fluvial do Araguaia-Tocantins,CFATOC,TO,Veleiro,7
1374,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Alvarenga,1
1375,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Anfíbia,3
1376,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Apoio à Manobra,1
1377,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Apoio a Mergulho,1
1378,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Apoio a ROV,1
1379,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Balsa,257
1380,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Barcaça,59
1381,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Batelão,63
1382,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Bote,26993
1383,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Cábrea,10
1384,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Caiaque,53
1385,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Caique,5
1386,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Canoa,993
1387,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Carga Geral,4
1388,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Chata,844
1389,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Dique Flutuante,1
1390,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Draga,583
1391,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Empurrador,17
1392,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Escuna,50
1393,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,"Floating, Production, Storage and Off-Loading Unit (FPSO)",1
1394,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Flutuante,732
1395,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Graneleiro,1
1396,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Hidroavião,2
1397,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Hovercraft,17
1398,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Iate,35
1399,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Jangada,87
1400,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Jet Boat,176
1401,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Lançador de Linhas,4
1402,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Lancha,21522
1403,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Laser,1
1404,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Manuseio de Âncora (AHTS),1
1405,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Manuseio de Linhas,1
1406,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Moto-Aquática/similar,23704
1407,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",83
1408,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Oceonagráfico,2
1409,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Outros,19436
1410,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Passageiro,10
1411,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Pesqueiro,319
1412,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Pesquisa,4
1413,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Petroleiro,4
1414,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Petroleiro e Químico,2
1415,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Porta-Contentor,1
1416,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Químico,1
1417,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Rebocador,169
1418,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Roll-on / Roll-off Carga ,1
1419,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Roll-on / Roll-off Passageiro (Ferry Boat),19
1420,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Saveiro,25
1421,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Supridor (Supply),1
1422,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Tanque (transporte de granéis líquidos),1
1423,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Traineira,82
1424,8º ,Capitania dos Portos de São Paulo,CPSANT,SP,Veleiro,2604
1425,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Alvarenga,1
1426,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Apoio a Mergulho,4
1427,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Balsa,43
1428,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Barcaça,16
1429,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Batelão,2
1430,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Bote,8362
1431,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Caiaque,43
1432,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Caique,4
1433,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Canoa,3134
1434,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Chata,57
1435,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Dique Flutuante,2
1436,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Draga,50
1437,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Empurrador,3
1438,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Escuna,12
1439,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Flutuante,23
1440,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Graneleiro,1
1441,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Hovercraft,3
1442,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Iate,1
1443,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Jangada,7
1444,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Jet Boat,10
1445,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Lançador de Linhas,2
1446,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Lancha,11061
1447,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Laser,1
1448,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Moto-Aquática/similar,3320
1449,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",6
1450,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Outros,5219
1451,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Passageiro,32
1452,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Passageiro / Carga Geral,3
1453,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Pesqueiro,157
1454,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Pesquisa,1
1455,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Petroleiro,1
1456,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Petroleiro e Químico,1
1457,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Rebocador,17
1458,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Roll-on / Roll-off Passageiro (Ferry Boat),5
1459,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Tanque (transporte de granéis líquidos),3
1460,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Traineira,3
1461,8º ,Capitania dos Portos do Paraná,CPAGUA,PR,Veleiro,674
1462,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Balsa,75
1463,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Barcaça,2
1464,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Batelão,8
1465,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Bote,1856
1466,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Caiaque,4
1467,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Canoa,75
1468,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Chata,33
1469,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Draga,151
1470,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Empurrador,7
1471,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Escuna,1
1472,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Flutuante,143
1473,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Graneleiro,2
1474,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Jangada,2
1475,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Jet Boat,20
1476,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Lançador de Linhas,12
1477,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Lancha,14590
1478,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Laser,3
1479,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Moto-Aquática/similar,1931
1480,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",7
1481,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Outros,534
1482,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Passageiro,1
1483,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Rebocador,46
1484,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Transporte Escolar,1
1485,8º ,Capitania Fluvial do Rio Paraná,CPFOZU,PR,Veleiro,34
1486,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Alvarenga,1
1487,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Balsa,143
1488,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Barcaça,97
1489,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Batelão,112
1490,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Bote,54768
1491,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Cábrea,3
1492,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Caiaque,49
1493,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Caique,2
1494,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Canoa,146
1495,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Carga Geral,9
1496,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Chata,298
1497,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Dique Flutuante,4
1498,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Draga,479
1499,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Empurrador,151
1500,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Escuna,4
1501,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Flutuante,494
1502,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Graneleiro,3
1503,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Hovercraft,13
1504,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Iate,6
1505,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Jangada,31
1506,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Jet Boat,79
1507,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Lançador de Linhas,1
1508,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Lancha,12536
1509,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Laser,2
1510,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Manuseio de Âncora (AHTS),1
1511,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Moto-Aquática/similar,9496
1512,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",217
1513,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Oceonagráfico,2
1514,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Outros,9065
1515,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Passageiro,34
1516,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Pesqueiro,29
1517,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Pesquisa,5
1518,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Plataforma Fixa,2
1519,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Rebocador,76
1520,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Roll-on / Roll-off Passageiro (Ferry Boat),2
1521,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Saveiro,3
1522,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Supridor (Supply),1
1523,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Tanque (transporte de granéis líquidos),2
1524,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Traineira,3
1525,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Transporte de Carga Pesada (Navio de Cargas Especiais),1
1526,8º ,Capitania Fluvial do Tietê-Paraná,CPFTPR,SP,Veleiro,219
1527,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Apoio a Mergulho,5
1528,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Apoio a ROV,1
1529,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Balsa,84
1530,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Barcaça,9
1531,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Batelão,5
1532,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Bote,8389
1533,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Cábrea,2
1534,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Caiaque,13
1535,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Caique,1
1536,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Canoa,378
1537,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Carga Geral,5
1538,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Chata,205
1539,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Draga,464
1540,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Empurrador,7
1541,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Escuna,74
1542,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,"Floating, Production, Storage and Off-Loading Unit (FPSO)",1
1543,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Flutuante,41
1544,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Hidroavião,1
1545,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Iate,11
1546,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Jangada,24
1547,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Jet Boat,30
1548,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Lançador de Linhas,1
1549,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Lancha,10302
1550,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Manuseio de Âncora (AHTS),1
1551,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Moto-Aquática/similar,4635
1552,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",40
1553,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Outros,1419
1554,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Passageiro,4
1555,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Pesqueiro,38
1556,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Petroleiro,8
1557,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Petroleiro e Químico,3
1558,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Plataforma Auto-Elevável,1
1559,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Plataforma Fixa,1
1560,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Rebocador,73
1561,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Saveiro,20
1562,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Supridor (Supply),1
1563,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Traineira,85
1564,8º ,Delegacia da Capitania dos Portos em São Sebastião,DLTIAO,SP,Veleiro,1204
1565,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Alvarenga,2
1566,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Balsa,78
1567,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Barcaça,4
1568,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Batelão,9
1569,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Bote,22472
1570,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Caiaque,11
1571,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Canoa,10
1572,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Carga Geral,3
1573,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Chata,89
1574,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Draga,261
1575,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Empurrador,26
1576,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Escuna,1
1577,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Flutuante,49
1578,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Hovercraft,1
1579,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Iate,1
1580,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Jangada,1
1581,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Jet Boat,13
1582,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Lançador de Linhas,4
1583,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Lancha,9549
1584,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Manuseio de Âncora (AHTS),5
1585,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Moto-Aquática/similar,3508
1586,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",1
1587,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Outros,7044
1588,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Passageiro,11
1589,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Pesqueiro,16
1590,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Rebocador,144
1591,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Saveiro,1
1592,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Traineira,1
1593,8º ,Delegacia Fluvial de Guaíra,DLGUAI,PR,Veleiro,31
1594,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Alvarenga,1
1595,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Balsa,63
1596,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Barcaça,14
1597,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Batelão,12
1598,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Bote,17272
1599,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Caiaque,28
1600,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Canoa,8
1601,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Chata,291
1602,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Dique Flutuante,1
1603,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Draga,106
1604,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Empurrador,18
1605,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Escuna,3
1606,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Flutuante,129
1607,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Hovercraft,1
1608,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Iate,1
1609,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Jangada,5
1610,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Jet Boat,8
1611,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Lancha,3519
1612,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Moto-Aquática/similar,2031
1613,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",4
1614,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Outros,4690
1615,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Passageiro,10
1616,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Passageiro / Carga Geral,2
1617,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Pesqueiro,56
1618,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Rebocador,59
1619,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Roll-on / Roll-off Passageiro (Ferry Boat),1
1620,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Saveiro,1
1621,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Supridor (Supply),3
1622,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Traineira,3
